doesHaveLinks,doesHaveSpammyWords,lengthOfText,numberOfSymbols,classLabel
False,False,106,1,ham
True,False,32,3,ham
False,False,112,3,ham
False,True,47,4,ham
False,False,28,2,ham
False,False,30,0,ham
False,True,289,19,ham
False,True,80,0,ham
True,False,70,3,ham
True,True,101,10,spam
False,False,122,2,ham
False,False,59,3,ham
True,False,58,8,ham
False,False,21,4,ham
False,False,27,2,ham
False,False,35,1,ham
False,False,31,4,ham
True,True,156,8,spam
False,False,66,5,ham
False,False,70,1,spam
False,False,65,1,ham
False,False,95,7,ham
False,False,32,1,ham
False,False,23,0,ham
False,False,36,3,ham
True,False,55,8,ham
False,False,140,11,ham
False,False,144,7,ham
False,False,30,1,ham
False,False,28,0,ham
False,False,83,4,ham
False,False,40,1,ham
False,False,32,1,ham
False,False,61,3,ham
False,False,116,1,ham
False,True,160,9,spam
False,True,153,2,spam
False,False,36,1,ham
False,False,36,2,ham
False,False,37,2,ham
False,False,54,2,ham
False,True,46,6,ham
False,True,134,2,spam
False,False,65,3,ham
False,True,131,6,spam
False,False,37,2,ham
False,False,39,1,ham
False,False,44,0,ham
False,False,82,2,ham
False,False,23,1,ham
True,True,155,6,ham
False,True,153,9,spam
False,True,153,6,ham
True,False,44,3,ham
False,True,117,12,ham
False,False,55,3,ham
False,False,126,4,ham
True,True,137,5,spam
False,False,109,11,ham
False,False,65,9,ham
False,False,16,6,ham
False,False,50,3,ham
True,False,46,9,ham
False,False,4,0,ham
False,True,35,0,ham
True,False,97,5,ham
False,True,57,0,ham
False,False,134,7,ham
False,True,56,2,ham
True,False,62,7,ham
False,False,25,1,ham
False,True,38,2,ham
True,False,46,9,ham
True,True,156,6,spam
True,False,32,6,ham
False,False,49,2,ham
False,False,243,7,ham
False,False,42,7,ham
False,False,41,1,ham
False,True,51,1,ham
False,False,81,11,ham
False,True,173,6,spam
False,False,9,1,ham
False,False,136,6,ham
False,False,9,3,ham
False,False,25,2,ham
False,False,27,7,ham
False,True,107,7,spam
False,False,45,2,ham
False,False,115,3,ham
False,False,65,10,ham
False,True,139,7,ham
False,False,28,2,ham
False,True,154,8,spam
False,False,30,1,ham
True,False,53,3,ham
False,False,59,2,ham
False,False,44,2,ham
False,False,26,1,ham
False,False,85,2,ham
False,False,23,0,ham
False,False,27,0,ham
False,False,47,3,ham
True,True,147,6,spam
False,True,49,3,ham
False,True,126,5,ham
False,True,32,1,ham
False,True,22,2,ham
False,False,107,5,ham
False,False,46,9,ham
False,True,96,10,ham
False,False,157,3,ham
False,False,50,1,ham
False,True,63,3,ham
False,False,29,1,ham
True,True,87,7,ham
False,False,27,3,ham
False,False,33,2,ham
True,False,33,2,ham
False,False,27,6,ham
False,False,26,3,ham
False,False,5,3,ham
False,False,33,1,ham
False,False,34,1,ham
False,False,130,3,spam
True,True,165,6,spam
False,False,29,0,ham
False,False,30,1,ham
False,False,140,11,ham
True,False,34,6,ham
False,True,163,9,spam
False,True,130,0,spam
False,False,117,6,ham
False,False,45,8,ham
True,True,27,3,ham
False,False,153,10,ham
False,False,41,2,ham
False,False,136,22,ham
False,False,56,3,ham
False,False,64,2,ham
False,False,50,0,ham
True,True,136,14,spam
True,True,444,42,ham
False,False,27,4,ham
False,True,106,6,ham
False,False,66,6,ham
False,False,54,7,ham
False,True,158,5,spam
False,False,88,11,ham
False,False,4,0,ham
True,False,54,2,ham
False,True,56,8,ham
True,True,153,7,spam
False,False,27,1,ham
False,True,158,5,spam
False,True,95,4,ham
True,False,95,11,ham
False,False,52,1,ham
False,True,80,7,ham
False,True,63,1,ham
False,False,25,0,spam
False,True,73,1,ham
False,True,165,13,ham
False,True,169,9,ham
False,False,57,2,ham
False,False,56,4,ham
True,True,156,6,spam
False,False,113,1,ham
False,False,50,2,ham
False,True,160,5,spam
False,False,23,2,ham
False,False,24,1,ham
True,True,118,5,spam
False,False,179,11,ham
False,True,101,1,ham
False,False,54,7,ham
False,False,96,5,ham
False,False,59,8,ham
False,False,166,14,ham
False,False,14,4,ham
False,True,135,3,spam
False,True,46,2,ham
False,False,9,3,ham
True,False,46,4,ham
False,False,84,2,ham
False,False,71,4,ham
False,False,20,7,ham
False,False,44,2,ham
False,False,46,0,ham
False,False,35,1,ham
False,True,154,8,spam
False,True,166,6,spam
False,False,28,3,ham
False,True,53,1,ham
True,False,82,5,ham
False,False,26,2,ham
False,False,48,1,ham
False,False,29,1,ham
False,False,41,2,ham
False,True,99,2,ham
False,False,55,6,ham
False,False,22,0,ham
False,False,15,4,ham
False,True,158,13,spam
False,False,119,3,ham
False,False,154,3,ham
False,False,25,5,ham
False,False,29,3,ham
True,False,29,3,ham
False,False,28,2,ham
False,True,89,0,ham
False,False,56,4,ham
False,False,53,1,ham
False,False,37,2,ham
False,False,26,4,ham
False,False,129,2,ham
False,True,69,3,ham
False,False,21,1,ham
False,True,89,3,ham
False,False,37,0,ham
False,False,39,1,ham
False,False,102,14,ham
False,False,42,0,ham
False,False,63,3,ham
True,True,50,3,ham
False,False,163,15,ham
False,False,200,5,ham
False,False,41,0,ham
False,True,155,2,spam
False,False,38,2,ham
False,False,26,0,ham
False,True,141,3,spam
False,False,29,1,ham
False,False,16,1,ham
False,False,23,0,ham
False,False,124,1,spam
False,False,46,7,ham
False,False,31,1,ham
False,True,28,0,ham
False,False,118,4,ham
True,True,124,10,spam
False,False,29,3,ham
False,True,63,2,ham
False,False,106,3,ham
False,True,121,3,ham
False,False,44,3,ham
False,False,22,2,ham
False,True,22,0,ham
False,False,116,7,ham
False,False,78,4,ham
False,False,59,2,ham
False,False,43,4,ham
False,True,131,4,spam
False,False,215,15,ham
False,False,32,4,ham
False,False,69,5,ham
False,True,79,0,ham
False,True,149,3,ham
False,False,63,4,ham
False,False,155,13,ham
False,False,29,1,ham
False,True,145,5,ham
False,False,33,2,spam
True,False,22,4,ham
False,False,32,1,ham
False,False,10,1,ham
False,True,158,4,spam
False,False,61,4,ham
False,False,57,2,ham
False,True,36,0,ham
False,False,52,1,ham
False,False,163,15,ham
False,False,133,4,ham
False,False,55,3,ham
False,True,57,2,ham
False,True,68,4,ham
True,False,160,7,spam
False,False,123,12,ham
False,True,111,9,ham
False,True,137,3,spam
False,False,37,3,ham
False,False,152,2,spam
False,True,74,6,ham
False,False,47,4,ham
False,True,158,8,spam
False,False,9,3,ham
False,False,149,5,ham
False,False,44,1,ham
False,True,160,4,spam
False,False,23,0,ham
False,False,26,3,ham
False,False,35,2,ham
False,True,111,3,spam
False,True,29,1,ham
False,False,131,11,ham
False,False,28,3,ham
False,True,23,2,ham
False,False,52,0,ham
False,False,53,3,ham
True,False,131,26,ham
False,False,11,3,ham
False,False,27,4,ham
False,False,88,6,ham
False,True,166,7,ham
False,False,42,1,ham
False,False,32,1,ham
True,True,157,12,spam
False,True,588,59,ham
False,True,151,3,spam
False,True,74,5,ham
False,False,39,1,ham
False,False,26,1,ham
False,False,57,3,ham
False,False,54,8,ham
False,False,94,4,ham
True,True,276,19,ham
False,True,82,9,ham
False,False,160,1,ham
False,False,151,9,ham
False,False,60,0,ham
False,False,51,0,ham
False,True,52,0,spam
False,False,138,14,ham
False,False,104,3,ham
False,True,75,2,ham
False,False,29,2,ham
False,False,142,5,ham
False,False,40,6,ham
False,False,166,14,ham
False,True,152,4,spam
False,False,130,4,ham
False,False,15,1,ham
False,False,31,1,ham
False,False,52,2,ham
False,False,234,10,ham
False,False,50,2,ham
False,False,103,0,ham
False,True,140,4,spam
False,False,25,1,ham
False,True,154,9,spam
False,False,49,2,ham
False,False,47,2,ham
False,False,27,1,ham
True,False,77,5,ham
False,False,28,1,ham
False,False,34,2,ham
False,False,22,1,ham
False,False,95,4,ham
False,False,22,0,ham
False,False,54,5,ham
False,True,67,3,ham
False,False,73,6,ham
False,True,56,2,ham
False,False,32,7,ham
False,False,25,0,ham
False,True,163,9,spam
False,False,66,1,ham
False,False,43,1,ham
False,False,121,4,ham
False,False,55,6,ham
True,True,139,8,spam
True,False,126,4,ham
False,False,27,2,ham
False,False,141,0,ham
False,False,111,4,ham
False,False,109,25,ham
False,False,6,0,ham
False,False,142,3,ham
False,True,137,4,spam
False,True,46,1,ham
False,True,32,2,ham
False,True,89,7,ham
False,True,64,5,ham
False,True,148,4,spam
False,True,77,9,ham
False,False,47,1,ham
False,False,42,4,ham
True,False,29,8,ham
False,False,37,1,ham
False,False,86,3,ham
False,False,47,2,ham
False,True,33,3,ham
False,False,23,1,ham
False,False,67,3,ham
False,False,32,1,ham
False,False,31,1,ham
False,False,25,6,ham
False,False,11,3,ham
False,True,129,1,ham
False,False,33,3,ham
False,False,30,10,ham
False,False,183,42,ham
False,True,156,7,ham
False,False,47,3,ham
False,False,32,1,ham
False,True,135,10,ham
False,False,101,3,ham
False,False,59,4,ham
False,False,43,1,ham
False,True,48,2,spam
False,False,95,3,ham
False,False,142,8,ham
False,False,38,5,ham
False,True,100,2,spam
False,True,327,14,ham
False,False,29,3,ham
False,False,36,2,ham
True,False,87,4,ham
False,False,35,2,ham
True,False,62,7,ham
False,True,32,1,ham
True,False,24,3,ham
False,True,120,6,spam
False,False,112,4,ham
False,False,57,1,ham
False,False,26,0,ham
False,False,110,5,ham
False,True,147,6,spam
False,False,147,9,ham
False,True,32,1,ham
False,False,151,6,ham
False,False,42,4,ham
False,False,30,1,ham
False,False,135,3,spam
False,False,94,7,ham
True,False,28,4,ham
True,False,164,25,ham
False,False,38,5,ham
False,False,46,1,ham
False,False,23,0,ham
True,False,269,12,ham
False,False,65,2,ham
False,True,24,1,ham
False,True,42,2,ham
False,False,45,4,ham
False,False,54,0,ham
False,False,26,2,ham
False,True,60,7,ham
False,True,159,8,spam
False,True,141,7,ham
False,True,151,5,ham
False,False,35,3,ham
False,False,32,0,ham
False,False,143,3,ham
False,True,60,8,ham
False,True,107,2,spam
False,False,96,5,ham
False,False,30,1,ham
False,True,147,6,spam
False,False,126,7,ham
False,True,122,1,spam
True,False,41,8,ham
False,False,30,2,ham
False,False,157,3,ham
False,True,71,3,ham
False,False,112,1,ham
False,False,43,4,ham
False,False,14,0,ham
False,False,49,1,ham
False,False,47,0,ham
False,True,134,7,spam
False,False,42,3,ham
False,False,26,0,ham
False,True,111,3,spam
False,False,23,1,ham
False,False,30,1,ham
False,False,108,3,ham
False,True,164,9,spam
True,False,110,7,spam
True,False,119,16,ham
True,False,37,5,ham
False,False,75,4,ham
False,True,152,3,spam
False,True,46,2,ham
False,True,51,6,ham
False,True,461,27,ham
False,False,127,3,ham
False,True,44,1,ham
False,False,34,1,ham
False,False,72,2,ham
False,True,30,1,ham
False,False,27,0,ham
False,False,48,2,ham
False,False,90,1,ham
False,False,50,4,ham
False,False,47,2,ham
False,False,22,1,ham
False,False,41,1,ham
True,False,37,3,ham
False,True,173,5,ham
False,False,95,4,ham
True,True,69,9,ham
False,False,27,2,ham
False,True,47,8,ham
False,False,93,6,ham
False,False,32,5,ham
False,False,48,5,ham
False,False,63,2,ham
False,True,73,4,ham
True,False,295,15,ham
False,False,39,1,ham
False,False,120,5,ham
False,False,43,2,ham
False,False,169,3,ham
False,False,101,6,ham
False,False,32,2,ham
False,False,150,9,ham
False,False,40,6,ham
False,True,85,3,ham
False,False,2,0,ham
True,False,131,14,ham
False,False,49,4,ham
False,True,32,1,ham
False,False,29,1,ham
False,True,153,7,spam
False,False,24,1,ham
True,False,74,10,ham
True,True,141,9,spam
False,False,242,14,ham
False,False,40,6,ham
False,False,66,3,ham
False,False,25,2,ham
True,True,147,4,spam
False,False,26,2,ham
False,False,27,1,ham
False,True,121,3,spam
False,False,23,2,ham
False,True,38,0,ham
False,False,34,3,ham
False,False,55,2,ham
False,False,46,1,ham
False,False,22,4,ham
False,True,42,0,ham
False,True,35,3,ham
False,False,53,2,ham
False,True,112,4,ham
False,False,39,1,ham
False,False,38,0,ham
True,True,129,17,ham
True,False,67,6,ham
False,False,147,3,ham
False,False,61,2,ham
True,False,38,5,ham
False,True,82,2,ham
False,False,15,0,ham
False,False,153,12,ham
False,False,42,3,ham
True,False,155,21,ham
False,False,50,7,ham
True,False,52,3,ham
True,True,140,3,spam
False,False,54,4,ham
False,False,49,8,ham
False,False,67,5,ham
False,False,139,2,ham
False,False,110,7,ham
False,False,37,2,ham
False,False,40,1,ham
False,True,25,6,ham
False,False,113,6,ham
False,False,28,1,ham
False,True,48,0,ham
False,False,58,7,ham
False,False,66,6,ham
False,False,26,1,ham
False,True,297,12,ham
False,True,148,3,ham
False,False,149,6,ham
False,False,154,8,ham
False,True,112,3,spam
True,False,36,2,ham
False,False,35,2,ham
False,False,31,2,ham
False,False,70,3,ham
False,False,33,4,ham
False,True,35,2,ham
False,True,23,1,ham
False,False,76,1,ham
False,True,24,1,ham
False,False,41,3,ham
True,False,48,2,ham
False,True,143,6,spam
False,False,59,1,ham
False,False,53,2,ham
False,True,139,6,spam
False,False,19,1,ham
False,False,51,3,ham
False,False,122,1,ham
False,False,53,2,ham
False,False,22,2,ham
True,True,156,8,spam
False,False,155,6,ham
False,False,25,2,ham
False,False,39,2,ham
False,False,119,3,ham
False,False,104,3,ham
False,False,45,1,ham
False,False,18,1,ham
False,False,19,1,ham
False,True,144,2,spam
False,True,30,0,ham
True,True,91,4,ham
True,False,156,12,ham
False,True,45,2,ham
False,True,42,1,ham
False,False,36,4,ham
False,True,113,2,ham
False,False,139,6,ham
False,True,38,2,ham
False,False,43,3,ham
False,False,29,0,ham
False,True,145,6,spam
False,False,61,1,ham
False,True,160,3,spam
False,False,5,3,ham
False,False,33,2,ham
False,False,41,0,ham
False,False,60,1,ham
True,False,44,3,ham
False,False,32,1,ham
False,False,87,4,ham
False,False,66,2,ham
False,True,152,5,spam
False,False,148,7,ham
False,False,56,4,ham
False,True,101,3,spam
False,False,148,11,ham
False,False,55,1,ham
False,False,35,4,ham
False,False,31,2,ham
False,False,38,4,ham
False,False,59,1,ham
True,True,114,13,spam
False,False,27,2,ham
False,True,159,3,spam
False,False,55,4,ham
False,True,30,1,ham
True,False,33,7,ham
False,False,92,4,ham
False,False,59,3,ham
False,False,160,5,ham
False,False,130,22,ham
False,False,112,4,ham
False,False,52,2,ham
False,False,65,2,ham
False,False,59,6,ham
False,False,23,0,ham
False,True,153,7,spam
False,True,41,6,ham
False,False,137,2,ham
False,True,148,6,spam
False,False,35,1,ham
True,False,69,3,ham
False,False,68,2,ham
False,False,68,1,ham
False,True,49,4,ham
False,False,96,3,ham
False,False,46,7,ham
False,False,47,2,ham
False,False,50,0,ham
False,False,28,3,ham
False,False,110,13,ham
False,True,97,4,ham
False,False,46,3,ham
False,False,90,4,ham
False,False,13,1,ham
False,False,41,1,ham
False,False,65,3,ham
False,True,134,3,ham
False,True,145,16,ham
False,False,131,6,ham
False,False,33,3,ham
False,False,14,2,ham
False,True,105,4,ham
False,False,42,3,ham
False,True,159,5,spam
False,False,40,6,ham
True,False,47,4,ham
False,False,80,5,ham
False,False,72,1,ham
False,True,157,4,spam
False,False,150,10,ham
False,False,33,0,ham
False,False,33,3,ham
False,True,32,3,ham
True,True,281,30,ham
False,False,44,1,ham
False,True,136,8,spam
True,True,142,8,spam
False,False,102,3,ham
False,False,34,2,ham
False,False,73,3,ham
True,False,149,11,ham
True,False,20,4,ham
False,False,22,3,ham
False,True,92,3,ham
False,False,86,3,ham
True,False,28,3,ham
False,False,40,2,ham
True,False,90,2,ham
False,False,47,2,ham
False,False,66,14,ham
False,False,63,2,ham
True,True,147,14,ham
True,False,47,6,ham
False,False,151,2,ham
False,False,37,2,ham
False,False,41,0,ham
False,False,32,3,ham
False,False,24,1,ham
False,False,29,2,ham
False,False,50,6,ham
True,False,35,7,ham
False,False,38,6,ham
False,False,41,0,ham
False,False,118,3,ham
False,False,57,3,ham
False,False,115,2,ham
False,True,157,8,spam
False,False,51,2,ham
False,False,82,8,ham
False,False,29,0,ham
False,True,23,1,ham
False,True,72,7,ham
False,True,173,5,spam
False,False,72,5,ham
False,False,33,1,ham
False,False,111,4,ham
False,False,34,0,ham
False,False,86,1,ham
False,True,50,2,spam
False,True,121,2,ham
False,False,61,3,ham
False,False,14,3,ham
False,False,120,6,ham
True,False,78,6,ham
False,False,50,2,ham
False,False,27,1,ham
True,True,444,42,ham
True,False,79,5,ham
False,False,84,11,ham
False,False,62,3,ham
False,False,33,0,ham
False,False,68,4,ham
False,False,107,8,ham
False,True,37,4,ham
False,False,132,2,ham
False,True,139,4,spam
False,True,105,3,spam
False,True,69,3,ham
False,False,83,3,ham
False,False,38,0,ham
False,False,114,6,ham
True,False,151,11,ham
False,True,80,4,ham
False,False,80,3,ham
False,True,157,2,spam
False,True,134,6,spam
True,False,158,17,ham
False,False,35,0,ham
False,False,40,2,spam
False,True,165,5,ham
False,False,42,3,ham
False,True,153,4,ham
True,True,320,27,ham
False,True,93,1,ham
False,False,148,3,ham
False,False,50,4,ham
False,False,72,5,ham
False,False,55,1,ham
False,True,158,2,ham
False,False,54,2,ham
False,False,113,13,ham
False,False,70,2,ham
True,True,146,4,spam
False,False,77,3,ham
False,False,72,3,ham
False,False,33,2,ham
False,False,32,3,ham
False,False,91,7,ham
False,False,22,0,ham
False,True,148,3,ham
False,True,145,16,ham
False,True,126,3,ham
False,False,28,6,ham
False,False,52,4,ham
False,False,36,2,ham
False,False,126,2,ham
True,False,47,4,ham
False,True,27,2,ham
False,False,41,2,ham
False,True,129,9,ham
False,True,140,3,spam
False,True,83,2,ham
False,False,41,3,ham
False,True,28,3,ham
False,True,34,2,ham
False,False,39,3,ham
False,False,54,10,ham
False,False,90,2,ham
False,False,35,3,ham
False,True,34,3,ham
False,True,91,4,ham
False,False,52,3,ham
False,False,45,2,ham
False,False,54,7,ham
False,False,77,3,ham
False,True,22,2,ham
False,False,22,2,ham
False,True,368,10,ham
False,False,28,1,ham
False,True,82,0,ham
False,True,55,5,ham
False,False,68,4,ham
False,False,29,1,ham
False,True,115,3,ham
True,False,67,10,ham
False,True,96,10,ham
False,True,78,3,spam
True,False,25,2,ham
False,True,104,2,ham
False,False,44,2,ham
False,False,18,7,ham
False,False,47,2,ham
False,True,22,2,ham
False,True,31,1,ham
False,True,39,3,ham
False,False,40,3,ham
False,False,69,5,ham
False,False,79,4,ham
False,True,117,6,ham
False,False,38,1,ham
False,False,65,2,ham
False,False,23,0,ham
True,False,3,2,ham
False,False,151,5,ham
False,True,58,3,ham
False,False,24,0,ham
True,False,31,3,ham
False,False,33,1,ham
False,True,150,4,spam
False,False,54,1,ham
False,False,60,5,ham
True,True,160,3,spam
False,False,9,3,ham
False,False,71,7,ham
False,False,28,1,ham
True,False,41,4,ham
False,False,29,1,ham
False,True,81,0,spam
False,True,34,2,ham
False,False,31,1,ham
False,False,11,3,ham
False,True,129,3,ham
False,False,11,1,ham
False,True,127,3,spam
False,False,28,0,ham
False,False,47,1,ham
False,False,59,4,ham
False,True,153,3,spam
False,False,31,2,ham
False,False,140,11,ham
False,False,44,4,ham
False,False,65,8,ham
False,False,22,1,ham
False,False,82,7,ham
True,False,158,9,ham
False,True,157,3,spam
False,False,120,9,ham
False,False,131,15,ham
False,False,40,1,ham
False,False,52,2,ham
False,True,34,1,ham
False,False,23,3,ham
False,False,29,0,ham
False,False,48,0,ham
False,False,38,3,ham
False,False,136,6,spam
False,True,157,1,spam
False,True,153,3,spam
False,True,64,3,spam
True,True,160,9,spam
False,True,158,5,spam
False,True,161,2,spam
False,False,31,2,ham
False,False,86,1,ham
False,False,34,6,ham
False,False,56,4,ham
False,True,193,3,ham
False,False,34,2,ham
False,True,124,6,ham
False,True,106,4,spam
False,False,152,23,ham
False,False,65,1,ham
False,False,103,4,ham
True,True,51,2,ham
False,False,29,1,ham
False,False,25,0,ham
False,False,78,4,ham
False,False,30,1,ham
False,True,139,6,spam
True,False,153,5,spam
False,False,135,5,ham
False,False,44,2,ham
False,False,89,5,ham
False,False,142,14,ham
False,False,49,2,ham
False,True,54,7,ham
False,False,19,6,ham
False,False,34,2,ham
False,False,107,1,ham
False,False,24,0,ham
False,False,274,12,ham
False,False,118,5,ham
False,False,158,5,ham
False,False,28,3,ham
True,True,127,2,ham
True,False,52,2,ham
True,True,153,3,spam
False,False,131,5,ham
False,True,155,10,ham
True,False,101,8,spam
False,False,73,2,ham
False,False,8,0,ham
False,False,57,2,ham
False,False,106,2,ham
False,True,157,5,spam
True,False,56,5,ham
True,False,49,4,ham
False,False,27,4,ham
False,False,176,11,ham
False,True,92,3,ham
False,False,31,1,ham
False,False,38,4,ham
False,False,156,3,ham
False,False,66,8,ham
False,True,180,6,ham
False,False,63,1,ham
False,False,59,1,ham
False,False,25,1,ham
True,False,24,5,ham
False,True,148,0,spam
False,False,149,10,ham
False,True,165,14,ham
True,False,63,6,ham
False,False,32,1,ham
False,False,29,2,ham
False,False,35,3,ham
False,False,22,2,ham
False,False,105,3,ham
False,False,3,1,ham
False,True,126,11,ham
False,True,31,1,ham
False,True,140,3,spam
False,True,161,12,spam
False,False,75,6,ham
False,True,121,3,ham
False,False,75,2,ham
False,False,95,1,ham
True,False,156,26,spam
False,False,114,14,ham
False,False,26,0,ham
False,True,48,3,ham
False,False,25,0,ham
False,False,38,1,ham
False,False,7,3,ham
True,False,36,2,ham
False,True,189,8,ham
False,True,125,4,ham
False,False,55,0,ham
False,False,38,2,ham
True,False,29,3,ham
False,False,46,1,ham
False,True,62,2,ham
False,False,32,3,ham
False,False,194,4,ham
False,True,287,6,ham
False,True,37,1,ham
False,False,42,0,ham
False,False,70,2,ham
False,False,77,4,ham
False,False,115,3,ham
False,False,15,2,ham
False,False,49,1,ham
False,True,53,3,ham
False,False,92,7,ham
True,True,33,3,ham
False,True,150,3,spam
False,True,157,8,spam
False,True,87,4,ham
False,False,36,3,ham
False,True,134,9,ham
False,True,22,2,ham
False,False,26,2,ham
False,True,24,2,ham
False,False,97,6,ham
False,False,153,15,ham
False,False,139,2,ham
False,False,45,2,ham
False,True,69,2,ham
False,False,40,0,ham
False,False,30,0,ham
False,True,40,5,ham
False,True,84,3,ham
False,False,25,0,ham
False,True,140,8,ham
False,True,152,8,spam
True,False,71,8,ham
False,True,85,8,ham
False,False,69,1,ham
True,False,23,3,ham
False,False,25,1,ham
False,False,24,0,ham
False,False,30,0,ham
True,True,162,3,spam
False,False,28,3,ham
False,False,43,4,ham
False,False,39,2,ham
False,True,157,4,spam
False,False,83,3,ham
False,True,68,2,spam
True,True,73,5,ham
False,True,133,10,spam
False,False,47,2,ham
True,False,322,24,ham
True,False,59,4,ham
True,True,134,10,spam
False,False,42,0,ham
False,False,31,2,ham
True,True,145,8,spam
False,False,30,1,ham
False,False,36,2,ham
False,True,149,7,spam
False,False,29,1,ham
False,False,59,1,ham
False,False,154,8,ham
False,False,47,0,ham
False,True,87,6,ham
False,False,126,3,ham
False,False,128,2,ham
False,False,12,3,ham
False,False,53,2,ham
False,False,41,1,ham
True,True,143,7,spam
False,False,176,11,ham
True,True,155,2,spam
False,False,99,4,ham
False,True,72,2,ham
False,True,123,6,ham
False,False,69,2,ham
False,False,39,0,ham
False,False,17,3,ham
False,True,22,2,ham
False,True,157,3,spam
False,True,48,1,ham
False,True,38,2,ham
False,True,115,6,spam
False,False,30,2,ham
False,False,38,2,ham
False,False,25,0,ham
False,False,28,1,ham
False,False,46,1,ham
False,False,72,2,ham
True,False,41,6,ham
False,False,31,1,ham
False,False,59,5,ham
False,False,28,0,ham
False,False,30,1,ham
False,False,131,15,ham
False,True,55,3,ham
False,False,32,2,ham
False,False,138,3,ham
False,False,125,4,ham
False,False,13,2,ham
False,False,81,3,ham
False,True,155,6,ham
False,True,74,2,ham
False,False,34,2,ham
True,True,166,4,spam
False,True,84,5,ham
False,False,190,3,ham
False,False,42,6,ham
False,False,37,2,ham
False,False,38,5,ham
True,False,87,2,ham
False,False,43,3,ham
True,True,73,5,ham
False,False,65,3,ham
False,False,36,0,ham
False,True,157,3,spam
False,False,38,4,ham
False,False,27,1,ham
False,False,21,1,ham
False,False,73,16,ham
False,False,191,8,ham
False,False,102,5,ham
False,False,34,1,ham
True,True,152,5,spam
False,False,31,2,ham
False,False,154,1,ham
True,True,127,10,spam
False,False,98,9,ham
False,False,107,6,ham
False,False,27,3,ham
False,True,156,9,spam
False,False,59,1,ham
False,True,57,3,ham
False,True,136,6,ham
False,False,56,6,ham
False,True,77,3,ham
False,True,44,4,ham
False,False,46,1,ham
False,False,53,2,ham
False,False,32,0,ham
False,False,31,1,ham
False,False,55,5,ham
False,True,40,3,ham
False,False,51,3,ham
True,False,39,10,ham
False,False,43,5,ham
False,False,35,1,ham
False,False,133,6,ham
False,False,158,24,ham
False,False,48,3,ham
False,False,37,7,ham
False,True,169,9,ham
False,True,135,13,ham
False,False,33,1,ham
False,False,52,0,ham
False,False,29,6,ham
False,False,29,2,ham
False,False,103,7,ham
False,False,55,2,ham
False,True,150,7,spam
True,False,24,3,ham
False,False,54,6,ham
False,False,43,2,ham
True,True,179,7,spam
False,False,23,1,ham
False,True,51,1,ham
False,False,40,0,ham
False,False,155,5,ham
False,False,83,9,ham
False,False,26,0,ham
True,False,38,7,ham
False,True,82,7,ham
False,True,38,2,ham
False,False,26,1,ham
False,False,25,1,ham
False,False,24,0,ham
False,True,58,3,ham
False,False,46,0,ham
False,False,90,3,ham
False,False,128,1,ham
False,False,70,7,ham
False,True,30,2,ham
False,True,159,3,spam
True,False,44,5,ham
False,False,69,10,ham
False,False,42,9,ham
False,True,21,1,ham
False,False,158,16,ham
False,False,127,12,ham
False,False,39,4,ham
False,False,47,3,ham
True,False,65,5,ham
False,True,36,0,ham
False,True,114,7,spam
False,False,36,5,ham
False,False,37,2,ham
False,False,31,2,ham
False,False,18,1,ham
False,True,86,6,ham
False,True,159,8,ham
False,True,92,13,ham
False,False,39,1,ham
False,False,28,2,ham
False,False,66,3,ham
True,True,197,12,spam
False,False,35,1,ham
False,False,37,2,ham
False,True,38,7,ham
False,False,34,1,ham
False,True,156,10,spam
False,False,34,3,ham
False,True,30,3,ham
False,False,45,4,ham
False,False,137,3,ham
False,True,24,2,ham
False,False,51,2,ham
True,False,293,23,ham
False,False,28,0,ham
False,False,37,2,ham
False,False,33,3,ham
False,True,33,2,ham
False,False,49,1,ham
True,False,263,23,ham
False,True,50,0,ham
False,False,26,0,ham
False,False,39,2,ham
False,False,13,1,spam
False,False,58,9,ham
False,False,62,3,ham
False,False,70,1,ham
False,False,50,2,ham
False,False,38,3,ham
False,False,62,7,ham
False,False,152,4,ham
False,True,147,1,spam
False,False,158,8,ham
False,False,45,7,ham
False,False,22,1,ham
False,False,26,0,ham
True,False,101,8,spam
False,False,45,3,ham
True,False,48,4,ham
False,True,109,5,spam
False,False,48,1,ham
False,True,66,4,ham
False,True,30,6,ham
False,True,110,4,ham
True,True,158,6,spam
True,True,34,8,ham
False,False,65,0,ham
False,True,137,4,spam
True,False,23,3,ham
False,True,35,2,ham
False,True,22,1,ham
False,True,96,4,ham
False,False,75,4,ham
False,False,81,3,ham
False,False,37,0,ham
False,True,71,4,ham
False,False,21,5,ham
False,True,126,5,ham
False,True,25,2,ham
False,True,159,12,spam
True,False,301,15,ham
False,True,86,3,spam
False,True,23,2,ham
False,False,198,13,ham
False,True,32,2,ham
False,False,30,1,ham
False,False,39,0,ham
False,False,98,5,ham
False,False,14,1,ham
False,False,27,1,ham
True,True,155,6,spam
False,False,37,2,ham
False,False,157,16,ham
False,True,156,11,spam
False,False,54,4,ham
False,True,39,2,ham
True,False,33,2,ham
False,False,45,3,ham
False,True,144,2,ham
False,False,180,36,ham
False,True,165,13,ham
False,False,61,8,ham
False,True,158,4,spam
False,False,39,3,ham
False,False,41,1,ham
False,False,74,4,ham
False,False,204,27,ham
False,False,88,2,ham
False,True,159,5,spam
False,False,74,1,ham
True,False,37,3,ham
